tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,owner.account_id,owner.reputation,owner.user_id,owner.accept_rate,owner.display_name,accepted_answer_id,closed_date,closed_reason,bounty_amount,bounty_closes_date,migrated_from.other_site.aliases,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,language
"['java', 'apache-flink', 'flink-streaming']",False,20,0,0,2023-05-30 04:13:42,2023-05-30 04:13:42,,76361576,https://stackoverflow.com/questions/76361576/how-can-i-trigger-my-window-with-1-hour-latency-in-apache-flink,How can I trigger my window with 1 hour latency in apache flink,27571550.0,11.0,21042644.0,,emce,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'if-statement', 'while-loop', 'conditional-statements']",True,31,1,0,2023-05-30 04:37:15,2023-05-30 04:05:07,,76361551,https://stackoverflow.com/questions/76361551/while-loop-doesnt-break-if-there-is-no-input,While loop doesn&#39;t break if there is no input,26429167.0,1.0,20075614.0,,theinkykangawoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'notifications', 'badge']",False,20,0,0,2023-05-30 11:20:26,2023-05-30 04:00:47,2023-05-30 11:20:26,76361537,https://stackoverflow.com/questions/76361537/unable-to-update-notification-badge-count-in-android,Unable to update notification badge count in Android,7147234.0,11.0,5462540.0,,Aniz,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'spring-websocket']",True,38,1,0,2023-06-01 07:49:17,2023-05-30 03:59:12,,76361533,https://stackoverflow.com/questions/76361533/sending-data-from-server-to-all-the-client-using-spring-websocket-java,Sending data from server to all the client using spring websocket java,9683939.0,15.0,7184477.0,,DKB,76379692.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring']",False,30,1,-1,2023-05-30 04:13:25,2023-05-30 03:54:00,2023-05-30 04:13:25,76361521,https://stackoverflow.com/questions/76361521/delete-all-files-in-temp-directory,Delete all files in temp directory,28684756.0,1.0,21965239.0,,A.R. Faustine Tangente,,2023-05-30 10:19:15,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'kotlin', 'cryptography', 'android-security', 'android-jetpack-security']",False,25,0,0,2023-05-30 04:20:18,2023-05-30 03:53:43,2023-05-30 04:20:18,76361519,https://stackoverflow.com/questions/76361519/how-to-solve-android-security-keystore-getkeystoreexception-in-android-11,How to solve android.security.KeyStore.getKeyStoreException in Android 11?,5522177.0,109.0,4384793.0,0.0,Sultan,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'web-scraping', 'jsoup', 'google-search']",False,39,0,-3,2023-05-30 12:48:43,2023-05-30 03:53:31,2023-05-30 12:48:43,76361518,https://stackoverflow.com/questions/76361518/why-isnt-jsoup-returning-the-complete-html-file-and-how-can-i-fix-it,Why isn&#39;t Jsoup returning the complete HTML file and how can I fix it?,27321070.0,1.0,20834755.0,,Sasani Perera,,2023-05-30 20:02:06,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring-boot']",False,15,0,0,2023-05-30 03:17:13,2023-05-30 03:17:13,,76361408,https://stackoverflow.com/questions/76361408/springboot-initilizr-and-configure-a-rest-jersey-and-webpage,SpringBoot initilizr and configure a rest jersey and webpage,2382724.0,95.0,2084408.0,0.0,coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'class', 'arraylist', 'subclass']",False,61,2,0,2023-05-30 04:11:32,2023-05-30 02:59:02,2023-05-30 03:34:04,76361354,https://stackoverflow.com/questions/76361354/is-arrayliststring-an-extendable-class-or-should-it-be-replaced-with-arraylist,Is ArrayList&lt;String&gt; an extendable class or should it be replaced with ArrayList?,22667122.0,9.0,21982866.0,,IvoryAlpaca,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'junit', 'reflection']",True,25,1,0,2023-05-30 05:21:06,2023-05-30 02:56:46,,76361345,https://stackoverflow.com/questions/76361345/use-of-reflectiontestutils-setfield-in-junit-testing-to-set-a-list-of-objects,Use of ReflectionTestUtils.setField() in Junit testing to set a List of objects,3878329.0,655.0,3211648.0,76.0,user_che_ban,76361787.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'class', 'arraylist', 'types', 'casting']",False,20,0,-2,2023-05-30 02:55:02,2023-05-30 02:55:02,,76361341,https://stackoverflow.com/questions/76361341/why-cant-i-instantiate-types-games-mygames-new-games,Why cant I instantiate types. &quot; Games myGames = new Games();,27678242.0,1.0,21127595.0,,G. Mckenzie Hudgens,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'excel', 'apache-poi']",False,29,0,0,2023-05-31 05:44:08,2023-05-30 02:35:50,2023-05-31 05:44:08,76361292,https://stackoverflow.com/questions/76361292/a-save-confirmation-dialog-is-displayed-in-the-xlsx-book-that-executed-cloneshee,A save confirmation dialog is displayed in the xlsx book that executed cloneSheet with apache poi,9603460.0,11.0,7130167.0,,powtok,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'windows', 'powershell', 'ssh']",False,30,0,-2,2023-05-30 16:03:37,2023-05-30 02:04:18,2023-05-30 16:03:37,76361196,https://stackoverflow.com/questions/76361196/i-need-to-read-the-error-output-of-an-executed-command-in-powershell-on-a-remote,I need to read the error output of an executed command in powershell on a remote server using java,16214261.0,19.0,11707428.0,,Tareq Shams,,2023-05-30 05:11:49,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring-boot', 'jdo', 'datanucleus']",False,20,1,1,2023-05-30 02:12:17,2023-05-30 01:51:01,,76361159,https://stackoverflow.com/questions/76361159/when-should-i-call-javax-jdo-query-closeobject-and-persistence-manager-in-jdo,When should I call javax.jdo.Query.close(Object) and Persistence Manager in JDO?,5458872.0,2224.0,4341561.0,65.0,Kiran Subedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'jsp', 'servlets', 'sitemesh']",False,10,0,-2,2023-05-30 01:41:19,2023-05-30 01:41:19,,76361127,https://stackoverflow.com/questions/76361127/unable-to-read-tld-meta-inf-sitemesh-decorator-tld,Unable to read TLD &quot;META-INF/sitemesh-decorator.tld,27532700.0,1.0,21010919.0,,Ho&#224;i V&#245;,,2023-05-30 10:17:33,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'pdf']",False,38,0,0,2023-05-30 01:35:39,2023-05-30 01:35:39,,76361114,https://stackoverflow.com/questions/76361114/how-to-implement-lazy-loading-of-a-pdf-file-using-java-code,How to implement lazy loading of a PDF file using Java code?,9031632.0,11.0,6729011.0,,Tomatosky,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['javascript', 'java', 'android', 'react-native', 'gradle']",False,19,0,0,2023-05-30 01:10:38,2023-05-30 01:10:38,,76361050,https://stackoverflow.com/questions/76361050/exception-in-thread-main-java-net-unknownhostexception-mirror-vtwo-org,Exception in thread &quot;main&quot; java.net.UnknownHostException: mirror.vtwo.org,18041180.0,1.0,13113265.0,,Mahdi Fazeli,,2023-05-30 12:01:56,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,javascript
"['java', 'json', 'jackson', 'annotations', 'jackson-databind']",True,24,1,0,2023-05-30 21:29:26,2023-05-30 01:00:50,2023-05-30 21:29:26,76361027,https://stackoverflow.com/questions/76361027/is-it-possible-to-specify-the-order-of-objectnode-properties-without-using-annot,Is it possible to specify the order of ObjectNode properties without using annotations?,8235.0,85618.0,14731.0,89.0,Gili,76368766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'android-studio', 'webview', 'blob']",False,27,0,-1,2023-06-01 06:07:04,2023-05-30 00:57:19,2023-06-01 06:07:04,76361019,https://stackoverflow.com/questions/76361019/how-to-download-blob-url-file-from-webview-in-java-in-2023,How to download blob url file from webview in java in 2023?,28615327.0,14.0,21909469.0,,Dibyajyoti Gogoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'spring-boot', 'spring-security']",True,69,1,-1,2023-05-30 12:58:43,2023-05-30 00:33:48,2023-05-30 12:27:59,76360972,https://stackoverflow.com/questions/76360972/spring-security-when-i-try-to-get-jwt-token-second-time-it-returns-forbidden,"Spring security when I try to get jwt token second time, it returns forbidden",28691334.0,1.0,21970496.0,,ylmzzsy,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring']",False,30,0,-2,2023-05-30 00:07:52,2023-05-30 00:07:52,,76360916,https://stackoverflow.com/questions/76360916/delete-all-files-on-temporary-directory-folder,Delete all files on temporary directory folder,28684756.0,1.0,21965239.0,,A.R. Faustine Tangente,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'selenium-webdriver', 'automated-tests', 'cucumber']",False,23,1,0,2023-05-30 10:42:58,2023-05-29 23:44:23,2023-05-30 03:21:15,76360858,https://stackoverflow.com/questions/76360858/elements-in-hamburger-menu-on-amazon-ca-are-sometimes-not-located-via-xpath-and,Elements in hamburger menu on amazon.ca are sometimes not located via xpath and causes inconsistencies,28614750.0,11.0,21909010.0,,Mahmood Alsaftawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'grpc', 'grpc-java']",False,40,0,0,2023-06-01 02:47:51,2023-05-29 23:38:23,2023-06-01 02:47:51,76360839,https://stackoverflow.com/questions/76360839/grpc-call-already-closed,gRPC &quot;call already closed&quot;,87230.0,34482.0,242042.0,57.0,Archimedes Trajano,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'maven', 'pom.xml']",True,35,2,0,2023-05-30 06:35:24,2023-05-29 23:34:35,2023-05-29 23:35:45,76360828,https://stackoverflow.com/questions/76360828/updating-log4j-version-1-2-version-to-2-16-0-or-later,updating log4j version 1.2 version to 2.16.0 or later,26594418.0,7.0,20217050.0,,what&#39;s_in_a_name,76362116.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'spring-boot', 'web', 'backend']",False,25,0,-3,2023-05-30 08:04:36,2023-05-29 23:33:04,2023-05-30 08:04:36,76360822,https://stackoverflow.com/questions/76360822/how-can-i-build-a-strong-foundation-before-start-learning-java-spring-framework,How can I build a strong foundation before start learning Java Spring framework?,20679840.0,1.0,15183681.0,,aren talb,,2023-05-29 23:50:31,Opinion-based,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'netbeans', 'jtable', 'tostring', 'solver']",False,12,0,-1,2023-05-29 23:36:54,2023-05-29 23:13:18,2023-05-29 23:36:54,76360769,https://stackoverflow.com/questions/76360769/how-i-solve-this-error-cannot-invoke-object-tostringbecause-the-return-value-o,"how i solve this error cannot invoke &quot;Object.toString&quot;because the return value of &quot;javax.swing.JTable.getValueAt(int, int)&quot;",28682744.0,1.0,21963585.0,,Rence,,2023-05-29 23:17:36,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'installation', 'virtual-machine', 'solaris', 'oracle-fusion-middleware']",False,11,0,0,2023-05-29 22:34:23,2023-05-29 22:33:38,2023-05-29 22:34:23,76360653,https://stackoverflow.com/questions/76360653/trying-to-install-fusion-middleware-in-solaris-11-4,Trying to install Fusion Middleware in Solaris 11.4,16001815.0,1.0,11548252.0,,julianx2rl,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'xml', 'maven', 'xmlbeans', 'xmlbeans-maven-plugin']",True,26,2,0,2023-06-02 17:40:12,2023-05-29 22:28:50,,76360642,https://stackoverflow.com/questions/76360642/why-does-xmlbeans-maven-plugin-seem-to-ask-for-jdk-1-4-went-higher-jdk-is-provid,Why does xmlbeans-maven-plugin seem to ask for jdk 1.4 went higher jdk is provided?,71185.0,1071.0,205839.0,81.0,Chris,76368380.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'bouncycastle']",True,36,1,0,2023-05-29 23:37:50,2023-05-29 22:02:02,,76360535,https://stackoverflow.com/questions/76360535/questions-regarding-rsadigestsigner-and-dsasigner,Questions regarding RSADigestSigner and DSAsigner,28563082.0,1.0,21866347.0,,Alex,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'java.util.scanner']",False,37,0,-1,2023-05-31 10:26:25,2023-05-29 21:51:12,2023-05-31 10:26:25,76360500,https://stackoverflow.com/questions/76360500/how-can-i-modify-java-code-to-allow-user-input-instead-of-a-hardcoded-string-for,How can I modify Java code to allow user input instead of a hardcoded string for API access?,28632176.0,1.0,21922960.0,,mb99,,2023-05-29 21:56:57,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'port-scanning']",True,50,1,0,2023-05-30 09:09:16,2023-05-29 21:48:16,2023-05-30 04:46:51,76360489,https://stackoverflow.com/questions/76360489/java-port-scanner-how-to-print-all-consecutive-closed-ports-as-a-range-on-one-l,Java port scanner: How to print all consecutive closed ports as a range on one line?,21659990.0,3.0,15979234.0,,Klob,76363269.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'server', 'minecraft']",False,30,2,0,2023-05-30 16:48:58,2023-05-29 21:47:05,2023-05-30 07:33:03,76360485,https://stackoverflow.com/questions/76360485/how-can-i-fix-classnotfoundexception-for-main-class-in-my-minecraft-plugin-on,How can I fix &#39;ClassNotFoundException&#39; for main class in my Minecraft plugin on Intellij Idea 2023.1.2?,28705509.0,1.0,21981920.0,,Byxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
['java'],False,18,0,0,2023-05-29 21:28:46,2023-05-29 21:28:46,,76360411,https://stackoverflow.com/questions/76360411/how-to-upgrade-spring-boot-2-6-to-3-1-0-and-get-my-soap-cxfservlet-services-to-w,How to upgrade Spring boot 2.6 to 3.1.0 and get my SOAP CXFServlet services to work that used to work without problem?,28698992.0,1.0,21976558.0,,Edgar Perez Carrillo,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'maven']",False,43,2,0,2023-05-29 22:14:44,2023-05-29 20:34:30,2023-05-29 22:14:44,76360193,https://stackoverflow.com/questions/76360193/spring-upgrading-sub-dependecy,Spring - Upgrading sub dependecy,24366808.0,17.0,18300429.0,,Andy Ko,,2023-05-30 19:24:59,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'jdeprscan']",False,15,0,0,2023-05-29 20:53:32,2023-05-29 20:32:58,2023-05-29 20:53:32,76360189,https://stackoverflow.com/questions/76360189/jdeprscan-resulting-in-many-cannot-find-class-errors,jdeprscan resulting in many &quot;cannot find class&quot; errors,4104221.0,3717.0,3368818.0,75.0,Woodchuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring-webflux', 'project-reactor']",True,25,1,0,2023-05-29 21:59:23,2023-05-29 19:47:04,,76359983,https://stackoverflow.com/questions/76359983/spring-webflux-convert-flux-buffertimeoutmaxsize-duration-which-gives-fluxli,"Spring webflux convert flux.bufferTimeout(maxSize, duration) which gives Flux&lt;List&lt;T&gt;&gt; to flux.windowTimeout(maxSize, duration).concatMap()",14482834.0,3364.0,10461625.0,,PatPanda,76360527.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'unicode-string']",True,91,1,1,2023-05-31 15:37:04,2023-05-29 19:35:21,2023-05-31 15:37:04,76359946,https://stackoverflow.com/questions/76359946/how-do-i-get-accented-letter-using-substring,How do I get accented letter using substring()?,3142733.0,702.0,2657875.0,77.0,menteith,76360038.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'logging', 'javafx', 'gtk', 'java.util.logging']",True,43,1,0,2023-05-31 10:16:05,2023-05-29 19:26:39,2023-05-29 19:38:43,76359908,https://stackoverflow.com/questions/76359908/how-to-get-loggers-of-gtk-messages-in-javafx,How to get logger(s) of gtk messages in javafx?,14571259.0,852.0,10524503.0,,Wortig,76372426.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'hibernate', 'jpa', 'quarkus', 'repository-pattern']",False,31,0,0,2023-05-29 19:06:16,2023-05-29 19:06:16,,76359830,https://stackoverflow.com/questions/76359830/hibernate-panache-repository-best-practices,Hibernate (Panache) Repository Best Practices,6206750.0,410.0,4834480.0,,Marcus Biel,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'json', 'mongodb', 'spring-boot', 'deserialization']",False,41,0,1,2023-05-30 12:09:15,2023-05-29 19:03:50,2023-05-30 12:09:15,76359816,https://stackoverflow.com/questions/76359816/having-trouble-deserializing-json-to-pojo-with-a-rest-api-and-mongodb,Having trouble deserializing JSON to POJO with a REST API and MongoDB,28698055.0,11.0,21975839.0,,maurice,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'mobile-application']",False,14,0,0,2023-05-29 19:27:30,2023-05-29 19:03:50,2023-05-29 19:27:30,76359806,https://stackoverflow.com/questions/76359806/need-to-make-my-transactions-list-updatable-in-android-studio,"Need to make my transactions list updatable, in Android Studio",28697857.0,1.0,21975685.0,,M. Maki,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'layout']",False,12,0,0,2023-05-29 19:03:50,2023-05-29 19:03:50,,76359796,https://stackoverflow.com/questions/76359796/androidx-constraintlayout-widget-constraintlayout-missing-default,&lt;androidx.constraintlayout.widget.ConstraintLayout&gt;: Missing Default,26800390.0,1.0,20392421.0,,stack,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'spring-boot', 'hibernate']",False,44,1,0,2023-05-30 21:24:44,2023-05-29 19:03:50,,76359794,https://stackoverflow.com/questions/76359794/how-to-resolve-lazy-loading-issue-in-spring-boot,How to resolve lazy loading issue in Spring Boot?,26229958.0,3.0,19907590.0,,Tachank.a,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'ant']",False,16,0,0,2023-05-29 18:58:45,2023-05-29 18:58:45,,76359749,https://stackoverflow.com/questions/76359749/running-ant-unit-test-project-is-stuck,Running ant unit test project is stuck,2053944.0,990.0,1834787.0,92.0,Node.JS,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'javafx', 'pagination', 'renderer']",True,60,1,3,2023-05-31 21:41:39,2023-05-29 18:43:59,2023-05-29 22:36:54,76359690,https://stackoverflow.com/questions/76359690/optimizing-pagination-rendering,Optimizing Pagination rendering,81822.0,203330.0,230513.0,100.0,trashgod,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'json', 'jackson', 'jersey']",False,19,0,-1,2023-05-29 18:33:35,2023-05-29 18:33:35,,76359640,https://stackoverflow.com/questions/76359640/jsonunwrapped-is-returning-the-same-property-twice-in-the-response,JsonUnwrapped is returning the same property twice in the response,7279538.0,1.0,5549738.0,,ranjith kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'postgresql', 'jdbc', 'postgresql-9.5']",False,48,1,-1,2023-05-30 08:11:36,2023-05-29 18:28:27,2023-05-30 08:11:21,76359611,https://stackoverflow.com/questions/76359611/how-to-fix-no-suitable-driver-found-error-when-connecting-to-a-postgresql-data,How to fix &#39;no suitable driver found&#39; error when connecting to a PostgreSQL database with Java and JDBC?,16745022.0,9.0,12399561.0,,Mikhail,,2023-05-30 08:10:53,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'arrays', 'spring-boot', 'csv', 'opencsv']",False,25,0,0,2023-05-29 18:16:34,2023-05-29 18:16:34,,76359549,https://stackoverflow.com/questions/76359549/error-arrayindexoutofboundsexception-occurs-when-uploading-csv-file-in-sprin,"Error : ArrayIndexOutOfBoundsException , occurs when uploading CSV file in springBoot",20785514.0,117.0,15264820.0,,Vidushika Dasanayka,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'imageview', 'spinner', 'android-glide']",False,20,0,0,2023-05-29 18:39:16,2023-05-29 18:01:28,2023-05-29 18:39:16,76359458,https://stackoverflow.com/questions/76359458/why-isnt-the-image-displayed-in-the-imageview,Why isn&#39;t the image displayed in the imageView?,27376447.0,1.0,20881712.0,,LeilaKFZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'class', 'oop']",False,26,1,-1,2023-05-29 18:30:25,2023-05-29 17:54:21,,76359421,https://stackoverflow.com/questions/76359421/no-enclosing-instance-of-type-is-accessible-must-qualify-the-allocation-with-an,No enclosing instance of type is accessible. Must qualify the allocation with an enclosing instance of type(e.g. x.new A() where x is an instance of ),23043860.0,1.0,17161658.0,,Victor Rabelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'junit', 'mockito']",True,30,1,0,2023-05-30 07:31:47,2023-05-29 17:51:08,,76359400,https://stackoverflow.com/questions/76359400/how-to-avoid-strict-stubbing-argument-mismatch-in-java,How to avoid strict stubbing argument mismatch in java,19890160.0,81.0,15374972.0,,Java,76362509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'wear-os', 'android-sensors']",False,15,0,0,2023-05-29 17:45:52,2023-05-29 17:45:52,,76359368,https://stackoverflow.com/questions/76359368/step-counter-sensor-on-wearos-only-updates-when-screen-is-turned-on-is-there-a,Step counter sensor on WearOS only updates when screen is turned on. Is there a way for the counter to update in real time?,14500822.0,1.0,17824186.0,,Tofuine,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'mysql', 'spring-boot', 'hibernate', 'jpa']",False,38,0,0,2023-05-30 06:37:53,2023-05-29 17:10:23,2023-05-30 06:37:53,76359180,https://stackoverflow.com/questions/76359180/element-colletion-with-nested-embeddable-doesnt-work,Element colletion with nested embeddable doesn&#39;t work,28236339.0,11.0,21584740.0,,eynoc,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'android-recyclerview']",True,50,2,0,2023-05-30 08:40:38,2023-05-29 17:07:17,2023-05-30 08:40:38,76359162,https://stackoverflow.com/questions/76359162/how-to-make-all-items-in-an-adapter-clickable,how to make all items in an adapter clickable?,28704049.0,1.0,21980709.0,,Mohamed bourhane eldine Siad,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'json', 'jolt']",True,25,1,0,2023-05-29 18:13:44,2023-05-29 17:05:37,,76359147,https://stackoverflow.com/questions/76359147/jolt-array-into-key-value-pairs,Jolt - Array into Key Value Pairs,14699645.0,150.0,10616043.0,,Drew Nicolette,76359534.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring-boot', 'google-analytics', 'google-analytics-api', 'google-analytics-4']",False,20,0,1,2023-05-29 17:00:03,2023-05-29 17:00:03,,76359118,https://stackoverflow.com/questions/76359118/how-to-get-data-from-google-analytics-in-a-spring-boot-application,How to get data from google analytics in a Spring Boot application?,28536952.0,21.0,21843531.0,,Giovane Neves,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'beacon', 'altbeacon']",False,15,1,0,2023-05-29 21:02:34,2023-05-29 16:47:52,,76359045,https://stackoverflow.com/questions/76359045/android-beacon-library-some-beacons-arent-being-detected-in-each-scan-even-t,"Android Beacon Library - Some beacons aren&#39;t being detected in each scan, even though the position is the same",28149305.0,15.0,21511150.0,,xavi999,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'postgresql', 'junit', 'mockito']",False,22,0,1,2023-05-29 16:41:45,2023-05-29 16:41:45,,76359003,https://stackoverflow.com/questions/76359003/how-mock-postgres-in-webflux,How mock Postgres in WebFlux,4605646.0,41.0,3735228.0,,ProgrammerGirl,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'api', 'jar', 'shared-libraries']",False,17,1,0,2023-05-29 16:42:07,2023-05-29 16:34:16,,76358966,https://stackoverflow.com/questions/76358966/i-have-three-android-projects-that-share-many-identical-or-very-similar-classes,I have three android projects that share many identical or very similar classes. What could I do to make single edits?,13354497.0,57.0,15007032.0,,zaxunobi,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'discord', 'rate-limiting', 'discord-jda']",True,25,1,0,2023-05-30 15:23:53,2023-05-29 16:33:38,,76358960,https://stackoverflow.com/questions/76358960/settopic-rate-limit-problems,setTopic() Rate Limit problems,26720981.0,54.0,20324831.0,,Loso,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'yaml', 'snakeyaml']",False,16,0,0,2023-05-29 16:33:27,2023-05-29 16:33:27,,76358959,https://stackoverflow.com/questions/76358959/how-to-set-values-in-list-of-collection-using-snakeyaml-lib,how to set Values in List of collection using SnakeYaml lib,2679463.0,2286.0,2315104.0,42.0,user2315104,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring', 'jobrunr']",False,14,0,0,2023-05-29 16:26:48,2023-05-29 16:26:48,,76358917,https://stackoverflow.com/questions/76358917/spring-jobrunr-no-qualifying-bean-of-type-delegatingsecuritycontextrunnable-ava,Spring Jobrunr: No qualifying bean of type DelegatingSecurityContextRunnable available,6872186.0,404.0,5282089.0,,Jedupont,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'mappable', 'mappable-mapkit']",False,34,0,-1,2023-05-31 09:48:58,2023-05-29 16:22:32,2023-05-31 09:48:58,76358886,https://stackoverflow.com/questions/76358886/information-about-speed-limits-in-mappable-api,Information about speed limits in mappable api,28703933.0,9.0,21980627.0,,Mark S.,,2023-05-29 18:00:44,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'android', 'xml', 'android-studio']",False,14,0,0,2023-05-29 16:19:41,2023-05-29 16:19:41,,76358873,https://stackoverflow.com/questions/76358873/overflow-menu-function-oncreateoptionsmenu-never-called,overflow menu function onCreateOptionsMenu never called,17856848.0,1.0,12971251.0,,Carlo Costa,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'spring-boot', 'redis', 'spring-data-redis', 'amazon-elasticache']",True,31,2,0,2023-05-29 18:06:34,2023-05-29 16:15:25,,76358845,https://stackoverflow.com/questions/76358845/is-there-a-query-in-spring-data-redis,Is there a @Query in spring Data Redis?,13162034.0,40.0,9507203.0,,Joey,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'javadoc']",True,38,2,1,2023-05-30 13:59:10,2023-05-29 16:14:39,,76358841,https://stackoverflow.com/questions/76358841/javadoc-for-method-with-multiple-signatures,JavaDoc for Method with Multiple Signatures,1166925.0,12148.0,1144966.0,94.0,petermeissner,76358975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'mappable-mapkit', 'mappable']",False,23,0,-2,2023-05-31 09:48:01,2023-05-29 16:14:36,2023-05-31 09:48:01,76358840,https://stackoverflow.com/questions/76358840/layers-style-in-mappable-java,Layer&#39;s style in mappable (java),28703909.0,1.0,21980603.0,,JamesD99,,2023-05-29 17:57:38,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,java
"['java', 'jar', 'uberjar']",False,32,1,0,2023-05-29 22:07:58,2023-05-29 16:07:46,2023-05-29 16:26:51,76358802,https://stackoverflow.com/questions/76358802/differentiating-between-a-jar-and-an-uber-jar,Differentiating between a JAR and an uber-JAR,4730166.0,191.0,3826046.0,80.0,Cornul11,,,,,,,,,,,,,,,,,,,,,,,,,,,,java
